# Logger type: CL1000
# HW rev: 8.1x
# FW rev: 5.86
# Logger ID: id0001
# Session No.: 286
# Split No.: 1
# Time: 20000101T000007
# Value separator: ";"
# Time format: 3
# Time separator: ":"
# Time separator ms: ""
# Date separator: ""
# Time and date separator: "T"
# Bit-rate: 1000000
# Silent mode: false
# Cyclic mode: true
Timestamp;Type;ID;Data
00:00:08002;1;1a000006;e3dcdb3cd1dd683e
00:00:08003;1;1a00000c;2818fc21274ac21c
00:00:08004;1;1a000003;12037a048701db0c
00:00:08005;1;1a000013;0000000000000000
00:00:08010;1;1a000008;f3000000790c0000
00:00:08012;1;1a000007;52fae50404ee78f3
00:00:08014;1;1a000006;46d76b3edcd7673e
00:00:08015;1;1a00000c;be18fc2143e4f11c
00:00:08016;1;1a000003;3b03e3048701dc0c
00:00:08018;1;1a000013;0000000000000000
00:00:08022;1;1a000008;f3000000790c0000
00:00:08025;1;1a000007;3afacf041af045f0
00:00:08026;1;1a000006;91d6b53cb1d5be3c
00:00:08028;1;1a00000c;4119fc2183934c1c
00:00:08029;1;1a000003;62032c058701de0c
00:00:08030;1;1a000013;0000000000000000
00:00:08034;1;1a000008;f3000000790c0000
00:00:08037;1;1a000007;30fab304def2b7ec
00:00:08038;1;1a000006;acd4803bbdd4523b
00:00:08039;1;1a00000c;a419fc21836be41b
00:00:08040;1;1a000003;83033c058701dd0c
00:00:08041;1;1a000013;0000000000000000
00:00:08046;1;1a000008;f3000000790c0000
00:00:08048;1;1a000007;2afa9c0485f223ec
00:00:08049;1;1a000006;f4d1a03aa3d29f3a
00:00:08050;1;1a00000c;f319fc21a300821b
00:00:08051;1;1a000003;a00334058801de0c
00:00:08052;1;1a000013;0000000000000000
00:00:08057;1;1a000008;f3000000790c0000
00:00:08059;1;1a000007;36fa910489f2a5eb
00:00:08060;1;1a000006;55d23f3833d2c139
00:00:08061;1;1a00000c;2b1afc21f3e44f1b
00:00:08062;1;1a000003;ba0332058801df0c
00:00:08063;1;1a000013;0000000000000000
00:00:08067;1;1a000008;f3000000790c0000
00:00:08070;1;1a000007;26fa8f04f1f152eb
00:00:08071;1;1a000006;c6d17f3863d13739
00:00:08072;1;1a00000c;5e1afc21fb9e1b1b
00:00:08073;1;1a000003;d20331058801df0c
00:00:08074;1;1a000013;0000000000000000
00:00:08078;1;1a000008;f3000000790c0000
00:00:08081;1;1a000007;31fa7c0468f2cbea
00:00:08082;1;1a000006;9dd01838edd0b538
00:00:08083;1;1a00000c;811afc21cbcae51a
